Date;IT Department;Cost Element;Country;Actual
01/01/2020;Distribution;Depreciation;Italy;270
01/01/2020;Distribution;Depreciation;Switzerland;448
01/01/2020;Distribution;Depreciation;United Kingdom;25
01/01/2020;Distribution;Employee Performance;USA;4
01/01/2020;Distribution;External Labor;France;-154
01/01/2020;Distribution;External Labor;Germany;-1.713
01/01/2020;Distribution;External Labor;United Kingdom;3.616
01/01/2020;Distribution;Hardware;Belgium;46
01/01/2020;Distribution;Hardware;Canada;56
01/01/2020;Distribution;Internal Labor;Belgium;10.713
01/01/2020;Distribution;Internal Labor;Canada;9.850
01/01/2020;Distribution;Internal Labor;France;14.195
01/01/2020;Distribution;Internal Labor;Germany;24.195
01/01/2020;Distribution;Internal Labor;Italy;49.551
01/01/2020;Distribution;Internal Labor;Spain;4.581
01/01/2020;Distribution;Internal Labor;Switzerland;9.438
01/01/2020;Distribution;Internal Labor;United Kingdom;8.755
01/01/2020;Distribution;Internal Labor;USA;75.649
01/01/2020;Distribution;Other;Belgium;27
01/01/2020;Distribution;Other;Germany;233
01/01/2020;Distribution;Other;Italy;35
01/01/2020;Distribution;Other;Spain;12
01/01/2020;Distribution;Other;Switzerland;2.827
01/01/2020;Distribution;Other;USA;43
01/01/2020;Distribution;Outbound Allocations;United Kingdom;685
01/01/2020;Distribution;Severance;Italy;-46.919
01/01/2020;Distribution;Software Maintenance;France;6.167
01/01/2020;Distribution;Supplies;Belgium;49
01/01/2020;Distribution;Telecomm;Belgium;57
01/01/2020;Distribution;Telecomm;Canada;90
01/01/2020;Distribution;Telecomm;France;2.428
01/01/2020;Distribution;Telecomm;Italy;7
01/01/2020;Distribution;Telecomm;Spain;58
01/01/2020;Distribution;Telecomm;Switzerland;224
01/01/2020;Distribution;Telecomm;United Kingdom;14.009
01/01/2020;Distribution;Training;Belgium;-2.837
01/01/2020;Distribution;Training;France;1.506
01/01/2020;Distribution;Training;Germany;-5.179
01/01/2020;Distribution;Travel;Belgium;401
01/01/2020;Distribution;Travel;Germany;1.331
01/01/2020;Distribution;Travel;Italy;223
01/01/2020;Distribution;Travel;Spain;120
01/01/2020;Distribution;Vehicles;Belgium;390
01/01/2020;Distribution;Vehicles;Germany;825
01/01/2020;Distribution;Vehicles;United Kingdom;1.360
01/01/2020;Document Management;Depreciation;USA;261
01/01/2020;Document Management;Employee Performance;USA;27
01/01/2020;Document Management;External Labor;USA;36.346
01/01/2020;Document Management;Hardware Maintenance;USA;46
01/01/2020;Document Management;Internal Labor;USA;198.600
01/01/2020;Document Management;Recognition;USA;208
01/01/2020;Document Management;Software;USA;6.976
01/01/2020;Document Management;Software Maintenance;USA;76.865
01/01/2020;Document Management;Supplies;USA;16
01/01/2020;Document Management;Taxes;USA;171
01/01/2020;Document Management;Training;USA;27
01/01/2020;Document Management;Travel;USA;158
01/01/2020;EIM;Amortization;Italy;157
01/01/2020;EIM;Depreciation;Italy;1.558
01/01/2020;EIM;Employee Performance;USA;6
01/01/2020;EIM;External Labor;USA;40.877
01/01/2020;EIM;Hardware;USA;1.428
01/01/2020;EIM;Internal Labor;Belgium;6.006
01/01/2020;EIM;Internal Labor;Italy;1.913
01/01/2020;EIM;Internal Labor;USA;112.378
01/01/2020;EIM;Other;Italy;12.004
01/01/2020;EIM;Severance;Italy;93
01/01/2020;EIM;Software Maintenance;USA;14.973
01/01/2020;EIM;Telecomm;Belgium;38
01/01/2020;EIM;Training;Belgium;-803
01/01/2020;EIM;Vehicles;Belgium;389
01/01/2020;Emerging;Depreciation;Brazil;3.048
01/01/2020;Emerging;Depreciation;Mexico;444
01/01/2020;Emerging;Depreciation;USA;63
01/01/2020;Emerging;External Labor;Brazil;12.518
01/01/2020;Emerging;External Labor;Mexico;2.950
01/01/2020;Emerging;Hardware Maintenance;Brazil;810
01/01/2020;Emerging;Internal Labor;Brazil;6.482
01/01/2020;Emerging;Internal Labor;Mexico;17.642
01/01/2020;Emerging;Internal Labor;USA;9.370
01/01/2020;Emerging;Moving;Brazil;295
01/01/2020;Emerging;Other;Brazil;-1.092
01/01/2020;Emerging;Other;Mexico;604
01/01/2020;Emerging;Recognition;Brazil;2.254
01/01/2020;Emerging;Severance;Brazil;518
01/01/2020;Emerging;Severance;Mexico;6
01/01/2020;Emerging;Software Maintenance;Brazil;389
01/01/2020;Emerging;Supplies;Brazil;-39
01/01/2020;Emerging;Supplies;Mexico;66
01/01/2020;Emerging;Telecomm;Brazil;2.433
01/01/2020;Emerging;Telecomm;Switzerland;2
01/01/2020;Emerging;Training;USA;115
01/01/2020;Emerging;Travel;Brazil;-466
01/01/2020;Emerging;Travel;Mexico;82
01/01/2020;Emerging;Travel;USA;2.394
01/01/2020;Emerging;Vehicles;Mexico;82
01/01/2020;Enterprise Capabilities;Depreciation;United Kingdom;19
01/01/2020;Enterprise Capabilities;Internal Labor;Spain;5.889
01/01/2020;Enterprise Capabilities;Internal Labor;United Kingdom;10.039
01/01/2020;Enterprise Capabilities;Travel;United Kingdom;316
01/01/2020;Enterprise Capabilities;Vehicles;United Kingdom;1
01/01/2020;GRC;Depreciation;Spain;139
01/01/2020;GRC;Depreciation;United Kingdom;157
01/01/2020;GRC;External Labor;Germany;-6.125
01/01/2020;GRC;External Labor;New Zealand;1.214
01/01/2020;GRC;External Labor;United Kingdom;-20.487
01/01/2020;GRC;Hardware Maintenance;Spain;339
01/01/2020;GRC;Internal Labor;France;8.975
01/01/2020;GRC;Internal Labor;Germany;27.373
01/01/2020;GRC;Internal Labor;Italy;13.800
01/01/2020;GRC;Internal Labor;New Zealand;18.000
01/01/2020;GRC;Internal Labor;United Kingdom;29.700
01/01/2020;GRC;Internal Labor;USA;20.793
01/01/2020;GRC;Other;Italy;24
01/01/2020;GRC;Other;New Zealand;23
01/01/2020;GRC;Other;Spain;18
01/01/2020;GRC;Other;United Kingdom;540
01/01/2020;GRC;Outbound Allocations;United Kingdom;685
01/01/2020;GRC;Recognition;Germany;3.772
01/01/2020;GRC;Severance;Italy;657
01/01/2020;GRC;Severance;New Zealand;217
01/01/2020;GRC;Taxes;USA;116
01/01/2020;GRC;Telecomm;Germany;6
01/01/2020;GRC;Telecomm;Italy;5
01/01/2020;GRC;Telecomm;New Zealand;20
01/01/2020;GRC;Telecomm;Spain;30
01/01/2020;GRC;Telecomm;United Kingdom;20
01/01/2020;GRC;Training;France;-1.114
01/01/2020;GRC;Travel;Germany;4.072
01/01/2020;GRC;Travel;New Zealand;1.020
01/01/2020;GRC;Travel;United Kingdom;781
01/01/2020;GRC;Vehicles;New Zealand;29
01/01/2020;GRC;Vehicles;United Kingdom;33
01/01/2020;Help Desk;Employee Performance;USA;5
01/01/2020;Help Desk;External Labor;Ireland;32.318
01/01/2020;Help Desk;External Labor;USA;281.740
01/01/2020;Help Desk;Hardware;USA;1.519
01/01/2020;Help Desk;Hardware Maintenance;USA;27
01/01/2020;Help Desk;Internal Labor;USA;11.110
01/01/2020;Help Desk;Other;Spain;265
01/01/2020;Help Desk;Software Maintenance;USA;4.811
01/01/2020;Help Desk;Taxes;USA;256
01/01/2020;Help Desk;Telecomm;Spain;25
01/01/2020;Help Desk;Travel;Spain;160
01/01/2020;Hosting;Amortization;USA;540
01/01/2020;Hosting;Depreciation;USA;45.273
01/01/2020;Hosting;Employee Performance;USA;12
01/01/2020;Hosting;External Labor;United Kingdom;748
01/01/2020;Hosting;External Labor;USA;304.823
01/01/2020;Hosting;Hardware;USA;919
01/01/2020;Hosting;Internal Labor;United Kingdom;7.848
01/01/2020;Hosting;Internal Labor;USA;87.179
01/01/2020;Hosting;Software;USA;-772
01/01/2020;Hosting;Software Maintenance;USA;341.396
01/01/2020;Hosting;Supplies;USA;127
01/01/2020;Hosting;Taxes;USA;3.611
01/01/2020;Hosting;Telecomm;USA;158
01/01/2020;Hosting;Training;USA;1.262
01/01/2020;Hosting;Vehicles;United Kingdom;6.114
01/01/2020;Innovation;Depreciation;Austria;2
01/01/2020;Innovation;Hardware;USA;3
01/01/2020;Innovation;Internal Labor;USA;20.406
01/01/2020;Innovation;Supplies;USA;28
01/01/2020;Innovation;Travel;USA;416
01/01/2020;Manufacturing;Amortization;Brazil;8
01/01/2020;Manufacturing;Amortization;France;10.015
01/01/2020;Manufacturing;Amortization;Germany;1.108
01/01/2020;Manufacturing;Amortization;Ireland;1.758
01/01/2020;Manufacturing;Amortization;Italy;17.706
01/01/2020;Manufacturing;Amortization;Puerto Rico;34.157
01/01/2020;Manufacturing;Amortization;Spain;192
01/01/2020;Manufacturing;Amortization;USA;954.111
01/01/2020;Manufacturing;Depreciation;Brazil;2.038
01/01/2020;Manufacturing;Depreciation;France;18.350
01/01/2020;Manufacturing;Depreciation;Germany;251
01/01/2020;Manufacturing;Depreciation;Ireland;5.599
01/01/2020;Manufacturing;Depreciation;Italy;14.319
01/01/2020;Manufacturing;Depreciation;Puerto Rico;53.378
01/01/2020;Manufacturing;Depreciation;Spain;1.194
01/01/2020;Manufacturing;Depreciation;United Kingdom;1.020
01/01/2020;Manufacturing;Depreciation;USA;29.160
01/01/2020;Manufacturing;Employee Performance;USA;88
01/01/2020;Manufacturing;External Labor;Brazil;4.192
01/01/2020;Manufacturing;External Labor;France;197.482
01/01/2020;Manufacturing;External Labor;Germany;4.286
01/01/2020;Manufacturing;External Labor;Ireland;12.410
01/01/2020;Manufacturing;External Labor;Mexico;2.300
01/01/2020;Manufacturing;External Labor;Puerto Rico;52.439
01/01/2020;Manufacturing;External Labor;United Kingdom;1.993
01/01/2020;Manufacturing;External Labor;USA;305.712
01/01/2020;Manufacturing;Hardware;France;1.598
01/01/2020;Manufacturing;Hardware;Puerto Rico;19.132
01/01/2020;Manufacturing;Hardware;Spain;90
01/01/2020;Manufacturing;Hardware;USA;9.889
01/01/2020;Manufacturing;Hardware Maintenance;Brazil;462
01/01/2020;Manufacturing;Hardware Maintenance;France;1.791
01/01/2020;Manufacturing;Hardware Maintenance;Ireland;86
01/01/2020;Manufacturing;Hardware Maintenance;Puerto Rico;21.667
01/01/2020;Manufacturing;Hardware Maintenance;Spain;4.030
01/01/2020;Manufacturing;Hardware Maintenance;USA;1.396
01/01/2020;Manufacturing;Internal Labor;Brazil;3.403
01/01/2020;Manufacturing;Internal Labor;France;132.826
01/01/2020;Manufacturing;Internal Labor;Germany;27.982
01/01/2020;Manufacturing;Internal Labor;Ireland;32.005
01/01/2020;Manufacturing;Internal Labor;Italy;16.962
01/01/2020;Manufacturing;Internal Labor;Puerto Rico;85.765
01/01/2020;Manufacturing;Internal Labor;Spain;23.330
01/01/2020;Manufacturing;Internal Labor;United Kingdom;7.397
01/01/2020;Manufacturing;Internal Labor;USA;721.981
01/01/2020;Manufacturing;Moving;USA;241
01/01/2020;Manufacturing;Other;Brazil;33
01/01/2020;Manufacturing;Other;France;147
01/01/2020;Manufacturing;Other;Ireland;234
01/01/2020;Manufacturing;Other;Italy;2.667
01/01/2020;Manufacturing;Other;Puerto Rico;10
01/01/2020;Manufacturing;Other;Spain;8
01/01/2020;Manufacturing;Other;USA;-1.803
01/01/2020;Manufacturing;Project Expenses;Puerto Rico;3.507
01/01/2020;Manufacturing;Project Expenses;USA;11.703
01/01/2020;Manufacturing;Severance;Brazil;327
01/01/2020;Manufacturing;Severance;France;-1.194
01/01/2020;Manufacturing;Severance;Italy;731
01/01/2020;Manufacturing;Software;USA;29.813
01/01/2020;Manufacturing;Software Maintenance;France;31.841
01/01/2020;Manufacturing;Software Maintenance;USA;154.092
01/01/2020;Manufacturing;Supplies;Brazil;-7
01/01/2020;Manufacturing;Supplies;France;49
01/01/2020;Manufacturing;Supplies;Germany;197
01/01/2020;Manufacturing;Supplies;Ireland;1.145
01/01/2020;Manufacturing;Supplies;Italy;29
01/01/2020;Manufacturing;Supplies;Puerto Rico;-49
01/01/2020;Manufacturing;Supplies;USA;430
01/01/2020;Manufacturing;Taxes;USA;2.461
01/01/2020;Manufacturing;Telecomm;Brazil;-42
01/01/2020;Manufacturing;Telecomm;France;11.876
01/01/2020;Manufacturing;Telecomm;Ireland;7.134
01/01/2020;Manufacturing;Telecomm;Italy;24
01/01/2020;Manufacturing;Telecomm;Puerto Rico;9.449
01/01/2020;Manufacturing;Telecomm;Spain;41
01/01/2020;Manufacturing;Telecomm;USA;110
01/01/2020;Manufacturing;Training;Germany;2.214
01/01/2020;Manufacturing;Training;Spain;1.304
01/01/2020;Manufacturing;Training;USA;1.184
01/01/2020;Manufacturing;Travel;France;759
01/01/2020;Manufacturing;Travel;Germany;98
01/01/2020;Manufacturing;Travel;Ireland;1.591
01/01/2020;Manufacturing;Travel;Italy;370
01/01/2020;Manufacturing;Travel;Puerto Rico;918
01/01/2020;Manufacturing;Travel;United Kingdom;1.256
01/01/2020;Manufacturing;Travel;USA;11.564
01/01/2020;Manufacturing;Vehicles;France;219
01/01/2020;Manufacturing;Vehicles;Spain;-9
01/01/2020;Manufacturing;Vehicles;United Kingdom;2
01/01/2020;Mobility;Depreciation;United Kingdom;12.661
01/01/2020;Mobility;Depreciation;USA;3.644
01/01/2020;Mobility;External Labor;United Kingdom;-3.018
01/01/2020;Mobility;External Labor;USA;45.273
01/01/2020;Mobility;Internal Labor;United Kingdom;8.464
01/01/2020;Mobility;Other;United Kingdom;11.561
01/01/2020;Mobility;Outbound Allocations;United Kingdom;1.371
01/01/2020;Mobility;Software;USA;2.811
01/01/2020;Mobility;Software Maintenance;USA;27.614
01/01/2020;Mobility;Taxes;USA;932
01/01/2020;Mobility;Telecomm;United Kingdom;436
01/01/2020;Mobility;Travel;United Kingdom;3.120
01/01/2020;Mobility;Vehicles;United Kingdom;384
01/01/2020;Networking;Amortization;USA;615
01/01/2020;Networking;Depreciation;Canada;325
01/01/2020;Networking;Depreciation;Mexico;5
01/01/2020;Networking;Depreciation;Switzerland;556
01/01/2020;Networking;Depreciation;United Kingdom;4.587
01/01/2020;Networking;Depreciation;USA;38.628
01/01/2020;Networking;Employee Performance;USA;5
01/01/2020;Networking;External Labor;Ireland;57.092
01/01/2020;Networking;External Labor;Mexico;14.363
01/01/2020;Networking;External Labor;Switzerland;-617
01/01/2020;Networking;External Labor;United Kingdom;-7.150
01/01/2020;Networking;External Labor;USA;361.519
01/01/2020;Networking;Hardware;Switzerland;-802
01/01/2020;Networking;Hardware;United Kingdom;-33.055
01/01/2020;Networking;Hardware;USA;27.236
01/01/2020;Networking;Hardware Maintenance;Switzerland;1.155
01/01/2020;Networking;Hardware Maintenance;USA;8.318
01/01/2020;Networking;Internal Labor;Germany;19.777
01/01/2020;Networking;Internal Labor;Switzerland;-5.559
01/01/2020;Networking;Internal Labor;United Kingdom;16.798
01/01/2020;Networking;Internal Labor;USA;53.507
01/01/2020;Networking;Other;Germany;401
01/01/2020;Networking;Other;Mexico;79
01/01/2020;Networking;Other;Switzerland;818
01/01/2020;Networking;Other;United Kingdom;718
01/01/2020;Networking;Other;USA;35
01/01/2020;Networking;Project Expenses;USA;467
01/01/2020;Networking;Recognition;USA;280
01/01/2020;Networking;Severance;Switzerland;15.214
01/01/2020;Networking;Software;United Kingdom;-5.813
01/01/2020;Networking;Software Maintenance;USA;9.933
01/01/2020;Networking;Supplies;USA;60
01/01/2020;Networking;Taxes;USA;4.812
01/01/2020;Networking;Telecomm;Canada;3.729
01/01/2020;Networking;Telecomm;Mexico;101
01/01/2020;Networking;Telecomm;Switzerland;1.771
01/01/2020;Networking;Telecomm;United Kingdom;106
01/01/2020;Networking;Telecomm;USA;281.802
01/01/2020;Networking;Training;Germany;122
01/01/2020;Networking;Travel;Switzerland;4.620
01/01/2020;Networking;Travel;United Kingdom;117
01/01/2020;Networking;Vehicles;Switzerland;183
01/01/2020;Networking;Vehicles;United Kingdom;310
01/01/2020;Planning;Amortization;USA;834
01/01/2020;Planning;CAPEX;USA;75
01/01/2020;Planning;Depreciation;USA;316.624
01/01/2020;Planning;Employee Performance;USA;43
01/01/2020;Planning;External Labor;United Kingdom;1.379
01/01/2020;Planning;External Labor;USA;21.891
01/01/2020;Planning;Hardware;USA;218
01/01/2020;Planning;Hardware Maintenance;USA;116
01/01/2020;Planning;Inbound Allocations;United Kingdom;-3.838
01/01/2020;Planning;Internal Labor;France;13.002
01/01/2020;Planning;Internal Labor;United Kingdom;11.120
01/01/2020;Planning;Internal Labor;USA;401.282
01/01/2020;Planning;Other;France;13
01/01/2020;Planning;Other;United Kingdom;18
01/01/2020;Planning;Other;USA;1.415
01/01/2020;Planning;Outbound Allocations;United Kingdom;-4.274
01/01/2020;Planning;Software;USA;16.624
01/01/2020;Planning;Software Maintenance;Italy;7.356
01/01/2020;Planning;Software Maintenance;USA;193.442
01/01/2020;Planning;Supplies;USA;687
01/01/2020;Planning;Taxes;USA;1.462
01/01/2020;Planning;Telecomm;Brazil;50
01/01/2020;Planning;Telecomm;United Kingdom;4.204
01/01/2020;Planning;Telecomm;USA;110.580
01/01/2020;Planning;Training;United Kingdom;-128
01/01/2020;Planning;Training;USA;586
01/01/2020;Planning;Travel;France;7
01/01/2020;Planning;Travel;Spain;108
01/01/2020;Planning;Travel;United Kingdom;67
01/01/2020;Planning;Travel;USA;618
01/01/2020;Planning;Vehicles;United Kingdom;1
01/01/2020;Portals;Employee Performance;USA;4
01/01/2020;Portals;External Labor;USA;21.934
01/01/2020;Portals;Hardware;USA;56
01/01/2020;Portals;Internal Labor;USA;70.342
01/01/2020;Portals;Software;USA;9.900
01/01/2020;Portfolio Management;Employee Performance;USA;8
01/01/2020;Portfolio Management;Hardware;USA;77
01/01/2020;Portfolio Management;Internal Labor;USA;73.328
01/01/2020;Portfolio Management;Other;USA;13.440
01/01/2020;Portfolio Management;Travel;USA;120
01/01/2020;Process Management;Depreciation;USA;287
01/01/2020;Process Management;Employee Performance;USA;2
01/01/2020;Process Management;External Labor;USA;64.167
01/01/2020;Process Management;Internal Labor;USA;100.861
01/01/2020;Process Management;Other;USA;3.785
01/01/2020;Process Management;Outbound Allocations;USA;24.683
01/01/2020;Process Management;Software;USA;8.168
01/01/2020;Process Management;Software Maintenance;USA;8.256
01/01/2020;Process Management;Supplies;USA;70
01/01/2020;Process Management;Taxes;USA;107
01/01/2020;Process Management;Training;USA;114
01/01/2020;Productivity;Amortization;France;64
01/01/2020;Productivity;Amortization;Italy;1.602
01/01/2020;Productivity;CAPEX;United Kingdom;97
01/01/2020;Productivity;CAPEX;USA;45
01/01/2020;Productivity;Depreciation;Austria;333
01/01/2020;Productivity;Depreciation;Belgium;342
01/01/2020;Productivity;Depreciation;Canada;1
01/01/2020;Productivity;Depreciation;France;2.891
01/01/2020;Productivity;Depreciation;Germany;3.353
01/01/2020;Productivity;Depreciation;Ireland;4.002
01/01/2020;Productivity;Depreciation;Italy;15.448
01/01/2020;Productivity;Depreciation;Netherlands;277
01/01/2020;Productivity;Depreciation;Spain;1.994
01/01/2020;Productivity;Depreciation;Switzerland;436
01/01/2020;Productivity;Depreciation;United Kingdom;133
01/01/2020;Productivity;Depreciation;USA;194
