Date;IT Department;Cost Element;Country;Actual
01/06/2020;Data Centers;Project Expenses;United Kingdom;-21.546
01/06/2020;Data Centers;Recognition;Austria;43
01/06/2020;Data Centers;Severance;Austria;75
01/06/2020;Data Centers;Software;United Kingdom;2.465
01/06/2020;Data Centers;Software;USA;34.472
01/06/2020;Data Centers;Software Maintenance;United Kingdom;4.294
01/06/2020;Data Centers;Software Maintenance;USA;94.578
01/06/2020;Data Centers;Supplies;USA;125
01/06/2020;Data Centers;Taxes;USA;17.338
01/06/2020;Data Centers;Telecomm;Austria;12
01/06/2020;Data Centers;Telecomm;United Kingdom;145
01/06/2020;Data Centers;Telecomm;USA;3.780
01/06/2020;Data Centers;Training;United Kingdom;464
01/06/2020;Data Centers;Training;USA;1.615
01/06/2020;Data Centers;Travel;Germany;50
01/06/2020;Data Centers;Travel;Netherlands;-13
01/06/2020;Data Centers;Travel;Spain;210
01/06/2020;Data Centers;Travel;United Kingdom;1.398
01/06/2020;Data Centers;Travel;USA;5.390
01/06/2020;Data Centers;Vehicles;Netherlands;447
01/06/2020;Data Centers;Vehicles;Spain;342
01/06/2020;Data Centers;Vehicles;United Kingdom;1
01/06/2020;Data Management;Depreciation;Germany;4.547
01/06/2020;Data Management;Internal Labor;Germany;2.912
01/06/2020;Data Management;Internal Labor;Spain;3.077
01/06/2020;Data Management;Other;Germany;-60.599
01/06/2020;Data Management;Supplies;Germany;-40
01/06/2020;Data Management;Telecomm;Germany;-1.512
01/06/2020;Data Management;Travel;Germany;111
01/06/2020;Data Management;Travel;Spain;189
01/06/2020;Data Management;Vehicles;Spain;152
01/06/2020;Development;Employee Performance;USA;274
01/06/2020;Development;External Labor;Germany;1.863
01/06/2020;Development;External Labor;United Kingdom;68
01/06/2020;Development;External Labor;USA;150.454
01/06/2020;Development;Hardware;USA;9.206
01/06/2020;Development;Internal Labor;Belgium;10.585
01/06/2020;Development;Internal Labor;Germany;1.402
01/06/2020;Development;Internal Labor;Spain;-1.545
01/06/2020;Development;Internal Labor;United Kingdom;7.287
01/06/2020;Development;Internal Labor;USA;138.990
01/06/2020;Development;Other;Belgium;-2.133
01/06/2020;Development;Other;Spain;76
01/06/2020;Development;Other;United Kingdom;55
01/06/2020;Development;Other;USA;5.934
01/06/2020;Development;Outbound Allocations;United Kingdom;1.330
01/06/2020;Development;Software;USA;25.176
01/06/2020;Development;Software Maintenance;USA;-4.041
01/06/2020;Development;Taxes;USA;1.127
01/06/2020;Development;Telecomm;Belgium;144
01/06/2020;Development;Telecomm;United Kingdom;-1
01/06/2020;Development;Telecomm;USA;2.183
01/06/2020;Development;Training;United Kingdom;-630
01/06/2020;Development;Training;USA;1.194
01/06/2020;Development;Travel;Belgium;1.382
01/06/2020;Development;Travel;Spain;1.041
01/06/2020;Development;Travel;United Kingdom;2.633
01/06/2020;Development;Travel;USA;4.641
01/06/2020;Development;Vehicles;Belgium;344
01/06/2020;Development;Vehicles;United Kingdom;1
01/06/2020;Distribution;Amortization;Italy;5.483
01/06/2020;Distribution;Depreciation;Belgium;17
01/06/2020;Distribution;Depreciation;Italy;290
01/06/2020;Distribution;Depreciation;Switzerland;448
01/06/2020;Distribution;Depreciation;United Kingdom;27
01/06/2020;Distribution;Employee Performance;USA;2
01/06/2020;Distribution;External Labor;France;1.199
01/06/2020;Distribution;External Labor;United Kingdom;3.841
01/06/2020;Distribution;External Labor;USA;139.403
01/06/2020;Distribution;Hardware;Canada;57
01/06/2020;Distribution;Hardware;USA;2.930
01/06/2020;Distribution;Internal Labor;Belgium;30.449
01/06/2020;Distribution;Internal Labor;Canada;-5.298
01/06/2020;Distribution;Internal Labor;France;21.021
01/06/2020;Distribution;Internal Labor;Germany;28.605
01/06/2020;Distribution;Internal Labor;Italy;8.430
01/06/2020;Distribution;Internal Labor;Spain;5.570
01/06/2020;Distribution;Internal Labor;Switzerland;6.485
01/06/2020;Distribution;Internal Labor;United Kingdom;7.779
01/06/2020;Distribution;Internal Labor;USA;80.875
01/06/2020;Distribution;Moving;Spain;62
01/06/2020;Distribution;Moving;United Kingdom;2.144
01/06/2020;Distribution;Other;Belgium;-12.348
01/06/2020;Distribution;Other;Canada;74
01/06/2020;Distribution;Other;France;17
01/06/2020;Distribution;Other;Germany;7.109
01/06/2020;Distribution;Other;Italy;10
01/06/2020;Distribution;Other;United Kingdom;2.202
01/06/2020;Distribution;Other;USA;2
01/06/2020;Distribution;Outbound Allocations;United Kingdom;732
01/06/2020;Distribution;Severance;Italy;755
01/06/2020;Distribution;Software;USA;10
01/06/2020;Distribution;Software Maintenance;USA;-1.347
01/06/2020;Distribution;Supplies;Belgium;29
01/06/2020;Distribution;Supplies;USA;19
01/06/2020;Distribution;Telecomm;Belgium;41
01/06/2020;Distribution;Telecomm;Canada;26
01/06/2020;Distribution;Telecomm;Italy;-4
01/06/2020;Distribution;Telecomm;Switzerland;178
01/06/2020;Distribution;Telecomm;United Kingdom;120
01/06/2020;Distribution;Telecomm;USA;761
01/06/2020;Distribution;Training;France;1.473
01/06/2020;Distribution;Travel;Belgium;765
01/06/2020;Distribution;Travel;Canada;5
01/06/2020;Distribution;Travel;Germany;673
01/06/2020;Distribution;Travel;Italy;51
01/06/2020;Distribution;Travel;Spain;862
01/06/2020;Distribution;Travel;Switzerland;1.602
01/06/2020;Distribution;Travel;United Kingdom;1.375
01/06/2020;Distribution;Travel;USA;2.019
01/06/2020;Distribution;Vehicles;Belgium;-660
01/06/2020;Distribution;Vehicles;United Kingdom;1.214
01/06/2020;Document Management;Depreciation;USA;261
01/06/2020;Document Management;Employee Performance;USA;1.111
01/06/2020;Document Management;External Labor;USA;116.634
01/06/2020;Document Management;Hardware;USA;446
01/06/2020;Document Management;Internal Labor;USA;119.829
01/06/2020;Document Management;Other;USA;1.298
01/06/2020;Document Management;Software;USA;10
01/06/2020;Document Management;Software Maintenance;USA;59.799
01/06/2020;Document Management;Supplies;USA;128
01/06/2020;Document Management;Taxes;USA;154
01/06/2020;Document Management;Telecomm;USA;1.672
01/06/2020;Document Management;Training;USA;1.459
01/06/2020;Document Management;Travel;USA;599
01/06/2020;EIM;Amortization;Italy;169
01/06/2020;EIM;Depreciation;Italy;1.674
01/06/2020;EIM;Employee Performance;USA;146
01/06/2020;EIM;External Labor;USA;30.064
01/06/2020;EIM;Hardware;USA;3.271
01/06/2020;EIM;Hardware Maintenance;Italy;3.237
01/06/2020;EIM;Internal Labor;Italy;3.788
01/06/2020;EIM;Internal Labor;USA;104.452
01/06/2020;EIM;Other;Italy;-5.343
01/06/2020;EIM;Other;USA;64
01/06/2020;EIM;Severance;Italy;367
01/06/2020;EIM;Software;USA;-36.969
01/06/2020;EIM;Software Maintenance;USA;6.408
01/06/2020;EIM;Supplies;USA;6
01/06/2020;EIM;Telecomm;USA;886
01/06/2020;EIM;Travel;USA;2.771
01/06/2020;Emerging;Depreciation;Brazil;2.237
01/06/2020;Emerging;Depreciation;Mexico;472
01/06/2020;Emerging;Depreciation;USA;63
01/06/2020;Emerging;External Labor;Brazil;8.405
01/06/2020;Emerging;External Labor;Mexico;2.173
01/06/2020;Emerging;External Labor;USA;9.365
01/06/2020;Emerging;Hardware;USA;251
01/06/2020;Emerging;Hardware Maintenance;Brazil;868
01/06/2020;Emerging;Internal Labor;Brazil;8.043
01/06/2020;Emerging;Internal Labor;Mexico;18.332
01/06/2020;Emerging;Internal Labor;USA;9.089
01/06/2020;Emerging;Moving;Brazil;326
01/06/2020;Emerging;Other;Brazil;105
01/06/2020;Emerging;Other;Mexico;943
01/06/2020;Emerging;Other;Switzerland;14.579
01/06/2020;Emerging;Severance;Brazil;429
01/06/2020;Emerging;Severance;Mexico;1.935
01/06/2020;Emerging;Software Maintenance;Brazil;792
01/06/2020;Emerging;Supplies;Brazil;9
01/06/2020;Emerging;Supplies;Mexico;7
01/06/2020;Emerging;Taxes;Mexico;264
01/06/2020;Emerging;Telecomm;Brazil;1.320
01/06/2020;Emerging;Telecomm;Mexico;85
01/06/2020;Emerging;Telecomm;Switzerland;1
01/06/2020;Emerging;Telecomm;USA;631
01/06/2020;Emerging;Training;Brazil;58
01/06/2020;Emerging;Travel;Mexico;1.377
01/06/2020;Emerging;Travel;USA;10.352
01/06/2020;Emerging;Vehicles;Mexico;73
01/06/2020;Enterprise Capabilities;Depreciation;United Kingdom;20
01/06/2020;Enterprise Capabilities;External Labor;United Kingdom;100
01/06/2020;Enterprise Capabilities;Internal Labor;Spain;-3.090
01/06/2020;Enterprise Capabilities;Internal Labor;United Kingdom;8.975
01/06/2020;Enterprise Capabilities;Telecomm;United Kingdom;14
01/06/2020;Enterprise Capabilities;Training;United Kingdom;-152
01/06/2020;Enterprise Capabilities;Travel;United Kingdom;39
01/06/2020;Enterprise Capabilities;Vehicles;United Kingdom;1
01/06/2020;GRC;Depreciation;Spain;149
01/06/2020;GRC;Depreciation;United Kingdom;168
01/06/2020;GRC;External Labor;Germany;40.877
01/06/2020;GRC;External Labor;United Kingdom;3.138
01/06/2020;GRC;External Labor;USA;-20.941
01/06/2020;GRC;Hardware;New Zealand;191
01/06/2020;GRC;Hardware Maintenance;Italy;7.482
01/06/2020;GRC;Internal Labor;France;9.350
01/06/2020;GRC;Internal Labor;Germany;59.983
01/06/2020;GRC;Internal Labor;Italy;15.334
01/06/2020;GRC;Internal Labor;New Zealand;18.347
01/06/2020;GRC;Internal Labor;United Kingdom;19.119
01/06/2020;GRC;Internal Labor;USA;19.982
01/06/2020;GRC;Other;Germany;7.704
01/06/2020;GRC;Other;Italy;7
01/06/2020;GRC;Other;New Zealand;12
01/06/2020;GRC;Other;United Kingdom;287
01/06/2020;GRC;Outbound Allocations;United Kingdom;732
01/06/2020;GRC;Project Expenses;United Kingdom;-24.645
01/06/2020;GRC;Severance;Italy;1.396
01/06/2020;GRC;Severance;New Zealand;815
01/06/2020;GRC;Supplies;Germany;9
01/06/2020;GRC;Taxes;USA;104
01/06/2020;GRC;Telecomm;Italy;-2
01/06/2020;GRC;Telecomm;New Zealand;-6
01/06/2020;GRC;Telecomm;United Kingdom;137
01/06/2020;GRC;Telecomm;USA;218
01/06/2020;GRC;Training;France;910
01/06/2020;GRC;Training;Germany;824
01/06/2020;GRC;Training;Italy;118
01/06/2020;GRC;Training;United Kingdom;911
01/06/2020;GRC;Travel;Germany;5.063
01/06/2020;GRC;Travel;Italy;1.286
01/06/2020;GRC;Travel;New Zealand;982
01/06/2020;GRC;Travel;Spain;16
01/06/2020;GRC;Travel;United Kingdom;7.346
01/06/2020;GRC;Travel;USA;2.125
01/06/2020;GRC;Vehicles;Germany;572
01/06/2020;GRC;Vehicles;United Kingdom;151
01/06/2020;Help Desk;Employee Performance;USA;4
01/06/2020;Help Desk;External Labor;United Kingdom;85.242
01/06/2020;Help Desk;External Labor;USA;309.358
01/06/2020;Help Desk;Hardware;USA;1.944
01/06/2020;Help Desk;Hardware Maintenance;USA;27
01/06/2020;Help Desk;Internal Labor;Spain;-404
01/06/2020;Help Desk;Internal Labor;USA;-29
01/06/2020;Help Desk;Other;USA;150
01/06/2020;Help Desk;Software;USA;15
01/06/2020;Help Desk;Software Maintenance;United Kingdom;43.794
01/06/2020;Help Desk;Software Maintenance;USA;4.272
01/06/2020;Help Desk;Taxes;USA;230
01/06/2020;Help Desk;Telecomm;USA;17.748
01/06/2020;Hosting;Amortization;USA;3.507
01/06/2020;Hosting;Depreciation;USA;45.812
01/06/2020;Hosting;Employee Performance;USA;38
01/06/2020;Hosting;External Labor;USA;483.382
01/06/2020;Hosting;Hardware;USA;3.062
01/06/2020;Hosting;Hardware Maintenance;USA;78
01/06/2020;Hosting;Internal Labor;United Kingdom;8.610
01/06/2020;Hosting;Internal Labor;USA;85.141
01/06/2020;Hosting;Moving;USA;1.469
01/06/2020;Hosting;Software;USA;6.128
01/06/2020;Hosting;Software Maintenance;USA;327.353
01/06/2020;Hosting;Taxes;USA;3.253
01/06/2020;Hosting;Telecomm;USA;997
01/06/2020;Hosting;Training;USA;287
01/06/2020;Hosting;Travel;United Kingdom;1.491
01/06/2020;Hosting;Vehicles;United Kingdom;1
01/06/2020;Innovation;Depreciation;Austria;2
01/06/2020;Innovation;Hardware;USA;248
01/06/2020;Innovation;Internal Labor;USA;19.561
01/06/2020;Innovation;Moving;USA;1.471
01/06/2020;Innovation;Other;USA;6.451
01/06/2020;Innovation;Software Maintenance;USA;-539
01/06/2020;Innovation;Supplies;USA;124
01/06/2020;Innovation;Telecomm;USA;514
01/06/2020;Innovation;Travel;USA;8.490
01/06/2020;Licensing;Internal Labor;USA;-15
01/06/2020;Licensing;Telecomm;USA;24
01/06/2020;Manufacturing;Amortization;Brazil;9
01/06/2020;Manufacturing;Amortization;France;8.226
01/06/2020;Manufacturing;Amortization;Germany;2.133
01/06/2020;Manufacturing;Amortization;Ireland;1.890
01/06/2020;Manufacturing;Amortization;Italy;16.820
01/06/2020;Manufacturing;Amortization;Puerto Rico;27.755
01/06/2020;Manufacturing;Amortization;Spain;206
01/06/2020;Manufacturing;Amortization;USA;2.665.022
01/06/2020;Manufacturing;Depreciation;Brazil;1.907
01/06/2020;Manufacturing;Depreciation;France;18.797
01/06/2020;Manufacturing;Depreciation;Germany;35
01/06/2020;Manufacturing;Depreciation;Ireland;6.672
01/06/2020;Manufacturing;Depreciation;Italy;16.194
01/06/2020;Manufacturing;Depreciation;Puerto Rico;40.903
01/06/2020;Manufacturing;Depreciation;Spain;1.620
01/06/2020;Manufacturing;Depreciation;United Kingdom;1.089
01/06/2020;Manufacturing;Depreciation;USA;26.511
01/06/2020;Manufacturing;Employee Performance;USA;3.013
01/06/2020;Manufacturing;External Labor;Brazil;2.927
01/06/2020;Manufacturing;External Labor;France;116.867
01/06/2020;Manufacturing;External Labor;Ireland;1.398
01/06/2020;Manufacturing;External Labor;Italy;31.040
01/06/2020;Manufacturing;External Labor;Mexico;11.584
01/06/2020;Manufacturing;External Labor;Puerto Rico;29.142
01/06/2020;Manufacturing;External Labor;Spain;4.282
01/06/2020;Manufacturing;External Labor;United Kingdom;999
01/06/2020;Manufacturing;External Labor;USA;218.270
01/06/2020;Manufacturing;Hardware;France;-18.395
01/06/2020;Manufacturing;Hardware;Puerto Rico;12.660
01/06/2020;Manufacturing;Hardware;Spain;904
01/06/2020;Manufacturing;Hardware;USA;20.065
01/06/2020;Manufacturing;Hardware Maintenance;Brazil;1.325
01/06/2020;Manufacturing;Hardware Maintenance;France;538
01/06/2020;Manufacturing;Hardware Maintenance;Ireland;438
01/06/2020;Manufacturing;Hardware Maintenance;Italy;5.781
01/06/2020;Manufacturing;Hardware Maintenance;Mexico;12
01/06/2020;Manufacturing;Hardware Maintenance;Puerto Rico;3.871
01/06/2020;Manufacturing;Internal Labor;Brazil;3.813
01/06/2020;Manufacturing;Internal Labor;France;146.718
01/06/2020;Manufacturing;Internal Labor;Germany;24.890
01/06/2020;Manufacturing;Internal Labor;Ireland;23.965
01/06/2020;Manufacturing;Internal Labor;Italy;4.203
01/06/2020;Manufacturing;Internal Labor;Puerto Rico;87.902
01/06/2020;Manufacturing;Internal Labor;Spain;27.983
01/06/2020;Manufacturing;Internal Labor;United Kingdom;8.267
01/06/2020;Manufacturing;Internal Labor;USA;665.963
01/06/2020;Manufacturing;Other;Brazil;31
01/06/2020;Manufacturing;Other;France;-91.682
01/06/2020;Manufacturing;Other;Germany;24
01/06/2020;Manufacturing;Other;Ireland;16
01/06/2020;Manufacturing;Other;Italy;856
01/06/2020;Manufacturing;Other;Puerto Rico;-23.381
01/06/2020;Manufacturing;Other;USA;39.225
01/06/2020;Manufacturing;Project Expenses;Puerto Rico;1.902
01/06/2020;Manufacturing;Project Expenses;USA;23.072
01/06/2020;Manufacturing;Recognition;USA;2.664
01/06/2020;Manufacturing;Severance;Brazil;211
01/06/2020;Manufacturing;Severance;Italy;1.071
01/06/2020;Manufacturing;Software;France;1.182
01/06/2020;Manufacturing;Software;USA;35.436
01/06/2020;Manufacturing;Software Maintenance;France;-1.170
01/06/2020;Manufacturing;Software Maintenance;USA;130.893
01/06/2020;Manufacturing;Supplies;Brazil;14
01/06/2020;Manufacturing;Supplies;Ireland;-4.352
01/06/2020;Manufacturing;Supplies;Puerto Rico;867
01/06/2020;Manufacturing;Supplies;USA;797
01/06/2020;Manufacturing;Taxes;USA;2.226
01/06/2020;Manufacturing;Telecomm;Brazil;142
01/06/2020;Manufacturing;Telecomm;France;24.349
01/06/2020;Manufacturing;Telecomm;Ireland;4.071
01/06/2020;Manufacturing;Telecomm;Italy;-12
01/06/2020;Manufacturing;Telecomm;Puerto Rico;7.865
01/06/2020;Manufacturing;Telecomm;United Kingdom;66
01/06/2020;Manufacturing;Telecomm;USA;29.414
01/06/2020;Manufacturing;Training;Germany;1.370
01/06/2020;Manufacturing;Training;USA;3.164
01/06/2020;Manufacturing;Travel;France;3.796
01/06/2020;Manufacturing;Travel;Germany;133
01/06/2020;Manufacturing;Travel;Ireland;241
01/06/2020;Manufacturing;Travel;Italy;1.156
01/06/2020;Manufacturing;Travel;Puerto Rico;3.018
01/06/2020;Manufacturing;Travel;United Kingdom;2.291
01/06/2020;Manufacturing;Travel;USA;9.580
01/06/2020;Manufacturing;Vehicles;France;236
01/06/2020;Manufacturing;Vehicles;Spain;-9
01/06/2020;Manufacturing;Vehicles;United Kingdom;2
01/06/2020;Mobility;Depreciation;United Kingdom;13.518
01/06/2020;Mobility;Depreciation;USA;2.059
01/06/2020;Mobility;External Labor;United Kingdom;2.123
01/06/2020;Mobility;External Labor;USA;23.162
01/06/2020;Mobility;Internal Labor;United Kingdom;3.289
01/06/2020;Mobility;Internal Labor;USA;-15
01/06/2020;Mobility;Other;United Kingdom;-12.808
01/06/2020;Mobility;Outbound Allocations;United Kingdom;1.463
01/06/2020;Mobility;Software;USA;2.811
01/06/2020;Mobility;Software Maintenance;USA;20.647
01/06/2020;Mobility;Taxes;USA;840
01/06/2020;Mobility;Telecomm;United Kingdom;-150
01/06/2020;Mobility;Telecomm;USA;158
01/06/2020;Mobility;Training;United Kingdom;317
01/06/2020;Mobility;Travel;United Kingdom;1.085
01/06/2020;Mobility;Vehicles;United Kingdom;-222
01/06/2020;Networking;Depreciation;Canada;333
01/06/2020;Networking;Depreciation;Mexico;5
01/06/2020;Networking;Depreciation;Switzerland;556
01/06/2020;Networking;Depreciation;United Kingdom;5.252
01/06/2020;Networking;Depreciation;USA;37.537
01/06/2020;Networking;Employee Performance;USA;2
01/06/2020;Networking;External Labor;Ireland;127.958
01/06/2020;Networking;External Labor;Mexico;15.341
01/06/2020;Networking;External Labor;Switzerland;2.842
01/06/2020;Networking;External Labor;United Kingdom;1.272
01/06/2020;Networking;External Labor;USA;158.559
01/06/2020;Networking;Hardware;Switzerland;13.381
01/06/2020;Networking;Hardware;United Kingdom;142.372
01/06/2020;Networking;Hardware;USA;183.075
01/06/2020;Networking;Hardware Maintenance;Switzerland;7.333
01/06/2020;Networking;Hardware Maintenance;USA;9.514
01/06/2020;Networking;Internal Labor;Germany;15.645
01/06/2020;Networking;Internal Labor;Switzerland;8.264
01/06/2020;Networking;Internal Labor;United Kingdom;12.531
01/06/2020;Networking;Internal Labor;USA;46.488
01/06/2020;Networking;Moving;Switzerland;28
01/06/2020;Networking;Other;Canada;2
01/06/2020;Networking;Other;Mexico;136
01/06/2020;Networking;Other;Switzerland;-5.271
01/06/2020;Networking;Other;United Kingdom;-309
01/06/2020;Networking;Other;USA;287.400
01/06/2020;Networking;Software;United Kingdom;9.462
01/06/2020;Networking;Software;USA;5
01/06/2020;Networking;Software Maintenance;USA;115.062
01/06/2020;Networking;Supplies;Switzerland;1.634
01/06/2020;Networking;Supplies;USA;163
01/06/2020;Networking;Taxes;USA;4.335
01/06/2020;Networking;Telecomm;Canada;2.787
01/06/2020;Networking;Telecomm;Mexico;413
01/06/2020;Networking;Telecomm;Switzerland;2.368
01/06/2020;Networking;Telecomm;United Kingdom;-28.190
01/06/2020;Networking;Telecomm;USA;-342.506
01/06/2020;Networking;Training;Switzerland;110
01/06/2020;Networking;Training;United Kingdom;62
01/06/2020;Networking;Travel;Switzerland;785
01/06/2020;Networking;Travel;United Kingdom;15
01/06/2020;Networking;Travel;USA;1.493
01/06/2020;Networking;Vehicles;Switzerland;183
01/06/2020;Networking;Vehicles;United Kingdom;797
01/06/2020;Planning;Amortization;USA;272.222
01/06/2020;Planning;Depreciation;Brazil;4
01/06/2020;Planning;Depreciation;USA;48.442
01/06/2020;Planning;Employee Performance;USA;940
01/06/2020;Planning;External Labor;Italy;490
01/06/2020;Planning;External Labor;USA;317.491
01/06/2020;Planning;Hardware;United Kingdom;-53
01/06/2020;Planning;Hardware;USA;6.955
01/06/2020;Planning;Hardware Maintenance;Italy;6.424
01/06/2020;Planning;Inbound Allocations;United Kingdom;21.195
01/06/2020;Planning;Internal Labor;France;6.945
01/06/2020;Planning;Internal Labor;United Kingdom;4.995
01/06/2020;Planning;Internal Labor;USA;374.346
01/06/2020;Planning;Other;United Kingdom;34.682
01/06/2020;Planning;Other;USA;471
01/06/2020;Planning;Outbound Allocations;United Kingdom;3.159
01/06/2020;Planning;Outbound Allocations;USA;-2.570
01/06/2020;Planning;Software;USA;176.629
01/06/2020;Planning;Software Maintenance;USA;332.389
01/06/2020;Planning;Supplies;USA;405
01/06/2020;Planning;Taxes;USA;2.325
